Reference Year,Local Government,Waste Resource Recovery Group WRRG,Garbage Annual Tonnes Collected,Recycling Annual Tonnes Collected,Recycling Annual Tonnes  Processed sorted,Organics Annual Tonnes Collected,Organics Annual Tonnes Processed,Total Annual Tonnes of Waste Collected,Total Annual Tonnes of Waste Processed Sorted
2001-2002,Alpine Shire Council,North East ,2343.0,684.5,683.0,0.0,0.0,3027.5,683.0
2001-2002,Ararat Rural City Council,Grampians Central West ,3434.24,615.2,587.0,0.0,0.0,4049.4399999999996,587.0
2001-2002,Ballarat City Council,Grampians Central West ,16000.0,6100.0,4840.0,1497.0,1497.0,23597.0,6337.0
2001-2002,Banyule City Council,Metropolitan ,19134.0,10872.0,10231.0,6517.0,6517.0,36523.0,16748.0
2001-2002,Bass Coast Shire Council,Gippsland ,5087.0,2490.0,2490.0,0.0,0.0,7577.0,2490.0
2001-2002,Baw Baw Shire Council,Gippsland ,8388.0,1406.9,1060.4,583.35,583.35,10378.25,1643.75
2001-2002,Bayside City Council,Metropolitan ,22180.0,8005.0,7748.7002,7800.0,7800.0,37985.0,15548.7002
2001-2002,Boroondara City Council,Metropolitan ,38107.0,16749.0,16023.0,9129.0,9129.0,63985.0,25152.0
2001-2002,Brimbank City Council,Metropolitan ,41550.0,9886.0,9886.0,2200.0,2200.0,53636.0,12086.0
2001-2002,Buloke Shire Council,Loddon Mallee ,1776.0,247.0,237.0,0.0,0.0,2023.0,237.0
2001-2002,Campaspe Shire Council,Goulburn Valley ,12788.0,1045.0,1045.0,0.0,0.0,13833.0,1045.0
2001-2002,Cardinia Shire Council,Metropolitan ,8600.0,4080.0,2937.6001,59.0,59.0,12739.0,2996.6001
2001-2002,Casey City Council,Metropolitan ,38533.0,14636.0,12552.0,7059.29,7059.29,60228.29,19611.29
2001-2002,Central Goldfields Shire Council,Grampians Central West ,2470.0,580.0,554.0,15.0,15.0,3065.0,569.0
2001-2002,Colac Otway Shire Council,Barwon South West ,2800.0,1015.6,1015.6,930.0,315.0,4745.6,1330.6
2001-2002,Corangamite Shire Council,Barwon South West ,2160.0,636.0,456.0,700.0,480.0,3496.0,936.0
2001-2002,Darebin City Council,Metropolitan ,27180.0,10585.0,10270.0,5198.0,5198.0,42963.0,15468.0
2001-2002,Delatite Shire Council,North East ,5400.0,4224.2002,4097.5,0.0,0.0,9624.2002,4097.5
2001-2002,East Gippsland Shire Council,Gippsland ,8503.2998,2231.0,1775.0,0.0,0.0,10734.2998,1775.0
2001-2002,Frankston City Council,Metropolitan ,18495.0,8817.0,8442.0,0.0,0.0,27312.0,8442.0
2001-2002,Gannawarra Shire Council,Loddon Mallee ,2465.0,1200.0,1100.0,0.0,0.0,3665.0,1100.0
2001-2002,Glen Eira City Council,Metropolitan ,41249.0,7785.0,7696.0,2500.0,2182.0,51534.0,9878.0
2001-2002,Glenelg Shire Council,Barwon South West ,1571.4,780.0,495.0,0.0,0.0,2351.4,495.0
2001-2002,Golden Plains Shire Council,Grampians Central West ,3800.0,0.0,0.0,0.0,0.0,3800.0,0.0
2001-2002,Greater Bendigo City Council,Loddon Mallee ,26075.0,3552.0,3367.0,0.0,0.0,29627.0,3367.0
2001-2002,Greater Dandenong City Council,Metropolitan ,31822.0,11191.0,8447.0,382.44,382.44,43395.44,8829.44
2001-2002,Greater Geelong City Council,Barwon South West ,51426.0,11585.7197,11585.7197,0.0,0.0,63011.7197,11585.7197
2001-2002,Greater Shepparton City Council,Goulburn Valley ,16667.0,4043.0,4035.0,0.0,0.0,20710.0,4035.0
2001-2002,Hepburn Shire Council,Grampians Central West ,2730.0,562.0,560.9,0.0,0.0,3292.0,560.9
2001-2002,Hindmarsh Shire Council,Grampians Central West ,1017.6,807.9,599.9,0.0,0.0,1825.5,599.9
2001-2002,Hobsons Bay City Council,Metropolitan ,19822.8203,6496.8599,6293.0498,2269.0,2269.0,28588.6802,8562.0498
2001-2002,Horsham Rural City Council,Grampians Central West ,5190.1001,640.0,593.0,0.0,0.0,5830.1001,593.0
2001-2002,Hume City Council,Metropolitan ,38382.0,6155.2998,6090.5,0.0,0.0,44537.2998,6090.5
2001-2002,Indigo Shire Council,North East ,2326.0,673.7,625.0,0.0,0.0,2999.7,625.0
2001-2002,Kingston City Council,Metropolitan ,27623.0,13111.0,12760.0,10667.0,10667.0,51401.0,23427.0
2001-2002,Knox City Council,Metropolitan ,22500.0,12719.0,11894.0,11500.0,11500.0,46719.0,23394.0
2001-2002,Latrobe City Council,Gippsland ,24200.0,2561.0,2430.0,940.0,940.0,27701.0,3370.0
2001-2002,Loddon Shire Council,Loddon Mallee ,1942.0,0.0,0.0,0.0,0.0,1942.0,0.0
2001-2002,Macedon Ranges Shire Council,Loddon Mallee ,6500.0,2943.0,2543.0,0.0,0.0,9443.0,2543.0
2001-2002,Manningham City Council,Metropolitan ,21302.0,10543.0,10016.0,12544.0,12544.0,44389.0,22560.0
2001-2002,Maribyrnong City Council,Metropolitan ,15900.0,5010.0,4860.0,993.0,993.0,21903.0,5853.0
2001-2002,Maroondah City Council,Metropolitan ,17649.4004,9745.0,9311.0,12411.0,12287.0,39805.4004,21598.0
2001-2002,Melbourne City Council,Metropolitan ,14317.0,2589.8,2508.99,0.0,0.0,16906.8,2508.99
2001-2002,Melton Shire Council,Metropolitan ,12709.0,4147.0098,3342.9099,0.0,0.0,16856.0098,3342.9099
2001-2002,Mildura Rural City Council,Loddon Mallee ,9220.4004,2755.1599,2755.1599,0.0,0.0,11975.560300000001,2755.1599
2001-2002,Mitchell Shire Council,Goulburn Valley ,4700.0,2580.0,2193.0,0.0,0.0,7280.0,2193.0
2001-2002,Moira Shire Council,Goulburn Valley ,8000.0,2361.8899,2361.8899,0.0,0.0,10361.8899,2361.8899
2001-2002,Monash City Council,Metropolitan ,48913.6211,11494.9297,10920.1797,5411.0,5411.0,65819.5508,16331.1797
2001-2002,Moonee Valley City Council,Metropolitan ,35620.0,6571.5,6440.1001,562.3,562.3,42753.8,7002.4001
2001-2002,Moorabool Shire Council,Grampians Central West ,4086.0,1098.322,1098.3199,0.0,0.0,5184.322,1098.3199
2001-2002,Moreland City Council,Metropolitan ,28611.0,11892.0,10497.0,5514.0,5514.0,46017.0,16011.0
2001-2002,Mornington Peninsula Shire Council,Metropolitan ,46555.0,9826.0,9826.0,0.0,0.0,56381.0,9826.0
2001-2002,Mount Alexander Shire Council,Loddon Mallee ,4500.0,487.37,485.37,0.0,0.0,4987.37,485.37
2001-2002,Moyne Shire Council,Barwon South West ,2254.0,153.0,107.0,1385.0,0.0,3792.0,107.0
2001-2002,Murrindindi Shire Council,Goulburn Valley ,3358.0,387.0,378.0,0.0,0.0,3745.0,378.0
2001-2002,Nillumbik Shire Council,Metropolitan ,8250.0,5591.0,5380.0,1203.0,1203.0,15044.0,6583.0
2001-2002,Northern Grampians Shire Council,Grampians Central West ,2789.9399,1173.24,1138.03,0.0,0.0,3963.1799,1138.03
2001-2002,Port Phillip City Council,Metropolitan ,19047.0,8610.0,8223.0,90.0,90.0,27747.0,8313.0
2001-2002,Pyrenees Shire Council,Grampians Central West ,728.0,56.0,56.0,0.0,0.0,784.0,56.0
2001-2002,Queenscliffe Borough Council,Barwon South West ,1200.0,372.0,372.0,70.0,70.0,1642.0,442.0
2001-2002,South Gippsland Shire Council,Gippsland ,3808.0,1343.0,1236.0,0.0,0.0,5151.0,1236.0
2001-2002,Southern Grampians Shire Council,Barwon South West ,1280.0,683.0,678.0,0.0,0.0,1963.0,678.0
2001-2002,Stonnington City Council,Metropolitan ,21600.0,9714.0,9581.0,2400.0,2400.0,33714.0,11981.0
2001-2002,Strathbogie Shire Council,Goulburn Valley ,1089.0,604.8,544.6,0.0,0.0,1693.8,544.6
2001-2002,Surf Coast Shire Council,Barwon South West ,4759.0,1112.63,1036.71,0.0,0.0,5871.63,1036.71
2001-2002,Swan Hill Rural City Council,Loddon Mallee ,3800.0,2048.5,1708.5,0.0,0.0,5848.5,1708.5
2001-2002,Towong Shire Council,North East ,1386.0,185.0,163.0,0.0,0.0,1571.0,163.0
2001-2002,Wangaratta Rural City Council,North East ,6666.0,1084.6801,1075.0,0.0,0.0,7750.6801,1075.0
2001-2002,Warrnambool City Council,Barwon South West ,5127.0,2372.0,2185.0,0.0,0.0,7499.0,2185.0
2001-2002,Wellington Shire Council,Gippsland ,6897.0,2462.5,2083.98,0.0,0.0,9359.5,2083.98
2001-2002,West Wimmera Shire Council,Grampians Central West ,538.41,39.0,39.0,0.0,0.0,577.41,39.0
2001-2002,Whitehorse City Council,Metropolitan ,32500.0,12750.9004,12643.9004,2399.0,2399.0,47649.9004,15042.9004
2001-2002,Whittlesea City Council,Metropolitan ,23426.0,8693.3496,7981.8398,0.0,0.0,32119.3496,7981.8398
2001-2002,Wodonga City Council,North East ,8745.5996,4549.0,4049.0,585.0,585.0,13879.5996,4634.0
2001-2002,Wyndham City Council,Metropolitan ,20779.0,5347.0098,5347.0098,166.0,166.0,26292.0098,5513.0098
2001-2002,Yarra City Council,Metropolitan ,13006.0,6696.0,6419.0,230.9,230.9,19932.9,6649.9
2001-2002,Yarra Ranges Shire Council,Metropolitan ,28978.0,10222.0,8372.0,1072.0,1072.0,40272.0,9444.0
2001-2002,Yarriambiack Shire Council,Grampians Central West ,1560.0,0.0,0.0,0.0,0.0,1560.0,0.0
2002-2003,Alpine Shire Council,North East ,2604.0,732.0,730.0,0.0,0.0,3336.0,730.0
2002-2003,Ararat Rural City Council,Grampians Central West ,4993.0,482.3,472.49,0.0,0.0,5475.3,472.49
2002-2003,Ballarat City Council,Grampians Central West ,17090.0,5351.0,4565.0,2080.0,2080.0,24521.0,6645.0
2002-2003,Banyule City Council,Metropolitan ,18814.0,10950.0,10400.0,5308.0,5308.0,35072.0,15708.0
2002-2003,Bass Coast Shire Council,Gippsland ,5289.1899,2541.5701,2190.3701,0.0,0.0,7830.76,2190.3701
2002-2003,Baw Baw Shire Council,Gippsland ,6592.0,1328.649,1109.312,587.0,587.0,8507.649,1696.312
2002-2003,Bayside City Council,Metropolitan ,20810.0,7764.0,7565.0,6700.0,6700.0,35274.0,14265.0
2002-2003,Benalla Rural City Council,North East ,3415.8999,1292.4,1253.65,0.0,0.0,4708.2999,1253.65
2002-2003,Boroondara City Council,Metropolitan ,43262.0,15751.0,15330.0,9675.0,9675.0,68688.0,25005.0
2002-2003,Brimbank City Council,Metropolitan ,40600.0,10568.0,10399.0,1560.0,1560.0,52728.0,11959.0
2002-2003,Buloke Shire Council,Loddon Mallee ,1776.0,152.0,146.3,0.0,0.0,1928.0,146.3
2002-2003,Campaspe Shire Council,Goulburn Valley ,12399.0,971.0,971.0,0.0,0.0,13370.0,971.0
2002-2003,Cardinia Shire Council,Metropolitan ,10623.0,3087.0,2667.0,49.6,49.6,13759.6,2716.6
2002-2003,Casey City Council,Metropolitan ,35567.0,16482.0,14221.0,6836.0,6836.0,58885.0,21057.0
2002-2003,Central Goldfields Shire Council,Grampians Central West ,2500.0,706.2,639.3,60.0,60.0,3266.2,699.3
2002-2003,Colac Otway Shire Council,Barwon South West ,3100.0,903.5,903.5,2572.2,2572.2,6575.7,3475.7
2002-2003,Corangamite Shire Council,Barwon South West ,2236.0,632.09,632.09,696.0,645.0,3564.09,1277.0900000000001
2002-2003,Darebin City Council,Metropolitan ,26991.0,11381.0,11118.0098,4466.0,4466.0,42838.0,15584.0098
2002-2003,East Gippsland Shire Council,Gippsland ,7700.0,2961.25,2369.0,0.0,0.0,10661.25,2369.0
2002-2003,Frankston City Council,Metropolitan ,18742.0,10319.0,8687.0,3262.0,3262.0,32323.0,11949.0
2002-2003,Gannawarra Shire Council,Loddon Mallee ,3000.0,1101.0,1081.0,0.0,0.0,4101.0,1081.0
2002-2003,Glen Eira City Council,Metropolitan ,33008.0,9965.0,9872.0,1800.0,1602.0,44773.0,11474.0
2002-2003,Glenelg Shire Council,Barwon South West ,2600.0,814.0,605.0,0.0,0.0,3414.0,605.0
2002-2003,Golden Plains Shire Council,Grampians Central West ,3505.0,630.0,630.0,0.0,0.0,4135.0,630.0
2002-2003,Greater Bendigo City Council,Loddon Mallee ,25283.0,3790.0,3604.0,0.0,0.0,29073.0,3604.0
2002-2003,Greater Dandenong City Council,Metropolitan ,31145.0,11487.0,9615.0,0.0,0.0,42632.0,9615.0
2002-2003,Greater Geelong City Council,Barwon South West ,30000.0,17875.9609,16919.4395,6700.0,6000.0,54575.9609,22919.4395
2002-2003,Greater Shepparton City Council,Goulburn Valley ,16373.0,4998.0,3062.0,0.0,0.0,21371.0,3062.0
2002-2003,Hepburn Shire Council,Grampians Central West ,2332.0,716.0,710.0,0.0,0.0,3048.0,710.0
2002-2003,Hindmarsh Shire Council,Grampians Central West ,1017.0,379.45,223.45,0.0,0.0,1396.45,223.45
2002-2003,Hobsons Bay City Council,Metropolitan ,19251.0,7069.9702,6832.3398,1943.0,1943.0,28263.9702,8775.3398
2002-2003,Horsham Rural City Council,Grampians Central West ,4981.0,534.71,434.0,0.0,0.0,5515.71,434.0
2002-2003,Hume City Council,Metropolitan ,32000.0,10015.0,9741.0,4122.0,4122.0,46137.0,13863.0
2002-2003,Indigo Shire Council,North East ,2735.0,789.0,689.85,0.0,0.0,3524.0,689.85
2002-2003,Kingston City Council,Metropolitan ,27034.0,13280.0,12783.0,10266.0,10266.0,50580.0,23049.0
2002-2003,Knox City Council,Metropolitan ,29450.0,13747.0,12991.0,12000.0,12000.0,55197.0,24991.0
2002-2003,Latrobe City Council,Gippsland ,22146.3105,2959.0,2763.0,608.8,608.8,25714.1105,3371.8
2002-2003,Loddon Shire Council,Loddon Mallee ,1942.0,0.0,0.0,0.0,0.0,1942.0,0.0
2002-2003,Macedon Ranges Shire Council,Loddon Mallee ,6864.0,3749.0,3240.0,0.0,0.0,10613.0,3240.0
2002-2003,Manningham City Council,Metropolitan ,21148.0,12526.0,11675.0,10416.0,10416.0,44090.0,22091.0
2002-2003,Mansfield Shire Council,North East ,2000.0,792.35,792.35,0.0,0.0,2792.35,792.35
2002-2003,Maribyrnong City Council,Metropolitan ,16312.0,5591.0,5591.0,528.0,528.0,22431.0,6119.0
2002-2003,Maroondah City Council,Metropolitan ,17529.0,10204.5,9857.7998,11137.0,11137.0,38870.5,20994.7998
2002-2003,Melbourne City Council,Metropolitan ,15824.0,3451.0,3347.0,24.04,24.04,19299.04,3371.04
2002-2003,Melton Shire Council,Metropolitan ,15060.0,5520.02,4790.6899,0.0,0.0,20580.02,4790.6899
2002-2003,Mildura Rural City Council,Loddon Mallee ,14564.4502,3035.8799,3028.98,0.0,0.0,17600.3301,3028.98
2002-2003,Mitchell Shire Council,Goulburn Valley ,4950.0,1339.9,1125.6,0.0,0.0,6289.9,1125.6
2002-2003,Moira Shire Council,Goulburn Valley ,6579.7002,1718.89,1125.63,0.0,0.0,8298.5902,1125.63
2002-2003,Monash City Council,Metropolitan ,35042.0,15256.5996,14951.5996,18268.0,18268.0,68566.5996,33219.5996
2002-2003,Moonee Valley City Council,Metropolitan ,37380.0,7895.0,7400.96,222.0,222.0,45497.0,7622.96
2002-2003,Moorabool Shire Council,Grampians Central West ,4637.0,1129.29,1129.29,0.0,0.0,5766.29,1129.29
2002-2003,Moreland City Council,Metropolitan ,28175.0,12842.2998,11517.7002,5304.0,5304.0,46321.2998,16821.7002
2002-2003,Mornington Peninsula Shire Council,Metropolitan ,38227.1992,13989.7803,13682.0,353.4,353.4,52570.3795,14035.4
2002-2003,Mount Alexander Shire Council,Loddon Mallee ,3700.0,1290.0,1290.0,0.0,0.0,4990.0,1290.0
2002-2003,Moyne Shire Council,Barwon South West ,2336.0,711.1,501.0,2740.0,0.0,5787.1,501.0
2002-2003,Murrindindi Shire Council,Goulburn Valley ,3228.0,483.0,478.0,0.0,0.0,3711.0,478.0
2002-2003,Nillumbik Shire Council,Metropolitan ,8800.0,6481.0,6481.0,3300.0,3300.0,18581.0,9781.0
2002-2003,Northern Grampians Shire Council,Grampians Central West ,2742.7,928.84,900.52,0.0,0.0,3671.54,900.52
2002-2003,Port Phillip City Council,Metropolitan ,18763.0,8983.0,8582.0,110.0,110.0,27856.0,8692.0
2002-2003,Pyrenees Shire Council,Grampians Central West ,780.0,193.0,191.8,0.0,0.0,973.0,191.8
2002-2003,Queenscliffe Borough Council,Barwon South West ,1300.0,456.0,456.0,90.0,90.0,1846.0,546.0
2002-2003,South Gippsland Shire Council,Gippsland ,3767.0,1075.0,995.0,0.0,0.0,4842.0,995.0
2002-2003,Southern Grampians Shire Council,Barwon South West ,1170.0,805.77,796.14,0.0,0.0,1975.77,796.14
2002-2003,Stonnington City Council,Metropolitan ,20540.0,10466.0,10313.0,1200.0,1200.0,32206.0,11513.0
2002-2003,Strathbogie Shire Council,Goulburn Valley ,2040.0,658.23,658.23,0.0,0.0,2698.23,658.23
2002-2003,Surf Coast Shire Council,Barwon South West ,6166.0,2112.71,2091.5801,0.0,0.0,8278.71,2091.5801
2002-2003,Swan Hill Rural City Council,Loddon Mallee ,3900.0,2436.45,1711.11,40.0,40.0,6376.45,1751.11
2002-2003,Towong Shire Council,North East ,1803.0,249.0,215.0,0.0,0.0,2052.0,215.0
2002-2003,Wangaratta Rural City Council,North East ,7200.0,1363.0,1363.0,0.0,0.0,8563.0,1363.0
2002-2003,Warrnambool City Council,Barwon South West ,5193.1201,2269.0,2041.0,0.0,0.0,7462.1201,2041.0
2002-2003,Wellington Shire Council,Gippsland ,5523.0,2476.1001,2340.55,0.0,0.0,7999.1001,2340.55
2002-2003,West Wimmera Shire Council,Grampians Central West ,538.0,103.9,103.9,0.0,0.0,641.9,103.9
2002-2003,Whitehorse City Council,Metropolitan ,30373.0,13810.5,13657.5,2330.0,2330.0,46513.5,15987.5
2002-2003,Whittlesea City Council,Metropolitan ,23444.0,9759.7002,8917.3604,1883.0,1883.0,35086.7002,10800.3604
2002-2003,Wodonga City Council,North East ,8973.0,2056.0,1758.3,644.0,644.0,11673.0,2402.3
2002-2003,Wyndham City Council,Metropolitan ,19789.6992,7104.7998,7104.7998,0.0,0.0,26894.499,7104.7998
2002-2003,Yarra City Council,Metropolitan ,13230.0,7099.0,6799.0,212.0,212.0,20541.0,7011.0
2002-2003,Yarra Ranges Shire Council,Metropolitan ,22890.0,10130.0,8401.0,1391.0,1391.0,34411.0,9792.0
2002-2003,Yarriambiack Shire Council,Grampians Central West ,1654.3,0.0,0.0,0.0,0.0,1654.3,0.0
2003-2004,Alpine Shire Council,North East ,2124.0,710.0,710.0,0.0,0.0,2834.0,710.0
2003-2004,Ararat Rural City Council,Grampians Central West ,4877.0,431.46,422.41,0.0,0.0,5308.46,422.41
2003-2004,Ballarat City Council,Grampians Central West ,16854.0,5289.0,4503.0,1020.0,1020.0,23163.0,5523.0
2003-2004,Banyule City Council,Metropolitan ,19482.0,10502.0,9868.0,4885.0,4885.0,34869.0,14753.0
2003-2004,Bass Coast Shire Council,Gippsland ,5528.0,2492.0,2251.4199,0.0,0.0,8020.0,2251.4199
2003-2004,Baw Baw Shire Council,Gippsland ,5779.0,2396.0,2094.0,705.0,705.0,8880.0,2799.0
2003-2004,Bayside City Council,Metropolitan ,21901.0,8943.0,8584.2305,6954.0,6954.0,37798.0,15538.2305
2003-2004,Benalla Rural City Council,North East ,3347.0,839.14,839.14,0.0,0.0,4186.14,839.14
2003-2004,Boroondara City Council,Metropolitan ,39872.0,17847.0,17304.0,11937.0,11937.0,69656.0,29241.0
2003-2004,Brimbank City Council,Metropolitan ,42078.0,9884.4004,9884.4004,487.5,487.7,52449.9004,10372.100400000001
2003-2004,Buloke Shire Council,Loddon Mallee ,3358.0,581.4,581.4,0.0,0.0,3939.4,581.4
2003-2004,Campaspe Shire Council,Goulburn Valley ,12187.0,1298.0,1298.0,0.0,0.0,13485.0,1298.0
2003-2004,Cardinia Shire Council,Metropolitan ,11936.4404,4242.4702,3606.1001,47.0,47.0,16225.9106,3653.1001
2003-2004,Casey City Council,Metropolitan ,36497.0,18942.0,17047.8008,8125.0,8125.0,63564.0,25172.8008
2003-2004,Central Goldfields Shire Council,Grampians Central West ,2520.0,641.18,579.18,70.0,70.0,3231.18,649.18
2003-2004,Colac Otway Shire Council,Barwon South West ,3412.0,954.0,954.0,3040.0,3040.0,7406.0,3994.0
2003-2004,Corangamite Shire Council,Barwon South West ,2459.23,1704.14,656.4,760.3,629.44,4923.67,1285.8400000000001
2003-2004,Darebin City Council,Metropolitan ,25499.0,12872.0,11189.0,4562.0,4562.0,42933.0,15751.0
2003-2004,East Gippsland Shire Council,Gippsland ,8784.79,3427.3899,2786.51,0.0,0.0,12212.179900000001,2786.51
2003-2004,Frankston City Council,Metropolitan ,19249.7305,13374.0,10954.0,6383.0,6383.0,39006.730500000005,17337.0
2003-2004,Gannawarra Shire Council,Loddon Mallee ,2450.0,704.27,704.27,0.0,0.0,3154.27,704.27
2003-2004,Glen Eira City Council,Metropolitan ,39001.0,11372.0,11372.0,2326.0,2326.0,52699.0,13698.0
2003-2004,Glenelg Shire Council,Barwon South West ,2652.0,750.0,625.2,0.0,0.0,3402.0,625.2
2003-2004,Golden Plains Shire Council,Grampians Central West ,3089.2,761.85,713.85,0.0,0.0,3851.0499999999997,713.85
2003-2004,Greater Bendigo City Council,Loddon Mallee ,25087.0,5660.0,5150.0,0.0,0.0,30747.0,5150.0
2003-2004,Greater Dandenong City Council,Metropolitan ,27353.0,11534.9297,8535.8496,8327.0,4643.0,47214.9297,13178.8496
2003-2004,Greater Geelong City Council,Barwon South West ,32146.9102,23001.4805,21161.3809,25171.5898,25171.5898,80319.9805,46332.970700000005
2003-2004,Greater Shepparton City Council,Goulburn Valley ,17349.0,5401.0,3802.0,0.0,0.0,22750.0,3802.0
2003-2004,Hepburn Shire Council,Grampians Central West ,1300.0,1273.9,1219.8,0.0,0.0,2573.9,1219.8
2003-2004,Hindmarsh Shire Council,Grampians Central West ,1700.0,280.0,280.0,0.0,0.0,1980.0,280.0
2003-2004,Hobsons Bay City Council,Metropolitan ,17503.2207,7560.8101,7074.8101,2976.0,2976.0,28040.0308,10050.810099999999
2003-2004,Horsham Rural City Council,Grampians Central West ,5040.0,835.0,806.0,0.0,0.0,5875.0,806.0
2003-2004,Hume City Council,Metropolitan ,35050.0,13600.0,10880.0,1710.0,1710.0,50360.0,12590.0
2003-2004,Indigo Shire Council,North East ,2915.0,810.9,780.6,0.0,0.0,3725.9,780.6
2003-2004,Kingston City Council,Metropolitan ,27091.0,14153.4004,13627.0,11336.6,11094.5,52581.0004,24721.5
2003-2004,Knox City Council,Metropolitan ,29080.0,13360.0,12657.0,13140.0,13140.0,55580.0,25797.0
2003-2004,Latrobe City Council,Gippsland ,30098.3809,2965.3999,2721.1001,607.95,607.95,33671.7308,3329.0501000000004
2003-2004,Loddon Shire Council,Loddon Mallee ,1700.0,0.0,0.0,0.0,0.0,1700.0,0.0
2003-2004,Macedon Ranges Shire Council,Loddon Mallee ,6978.0,3989.7,3590.7,0.0,0.0,10967.7,3590.7
2003-2004,Manningham City Council,Metropolitan ,22967.0,11128.9004,9837.9004,11731.0,11731.0,45826.9004,21568.9004
2003-2004,Mansfield Shire Council,North East ,2050.0,1130.4399,1130.4399,0.0,0.0,3180.4399000000003,1130.4399
2003-2004,Maribyrnong City Council,Metropolitan ,17075.1992,5938.0,5433.0,524.0,524.0,23537.1992,5957.0
2003-2004,Maroondah City Council,Metropolitan ,19944.0,10610.6504,9980.0801,11078.9,11078.9,41633.5504,21058.9801
2003-2004,Melbourne City Council,Metropolitan ,17740.0,4404.3701,4323.8999,22.4,22.4,22166.7701,4346.2999
2003-2004,Melton Shire Council,Metropolitan ,13477.29,6579.0,5850.0,0.0,0.0,20056.29,5850.0
2003-2004,Mildura Rural City Council,Loddon Mallee ,12498.0,2616.0,2616.0,0.0,0.0,15114.0,2616.0
2003-2004,Mitchell Shire Council,Goulburn Valley ,5227.7998,2062.0,2062.0,0.0,0.0,7289.7998,2062.0
2003-2004,Moira Shire Council,Goulburn Valley ,4921.9502,1702.28,1548.71,0.0,0.0,6624.2302,1548.71
2003-2004,Monash City Council,Metropolitan ,34038.9102,15203.2002,14982.2002,17797.6602,17797.6602,67039.77059999999,32779.8604
2003-2004,Moonee Valley City Council,Metropolitan ,34565.0,6308.2002,5683.7002,560.0,560.0,41433.2002,6243.7002
2003-2004,Moorabool Shire Council,Grampians Central West ,4014.9399,1256.59,1208.8199,0.0,0.0,5271.5298999999995,1208.8199
2003-2004,Moreland City Council,Metropolitan ,28387.0,13611.0,11937.0,5326.0,5326.0,47324.0,17263.0
2003-2004,Mornington Peninsula Shire Council,Metropolitan ,32824.0,14339.5098,14339.5098,534.0,534.0,47697.5098,14873.5098
2003-2004,Mount Alexander Shire Council,Loddon Mallee ,7064.75,1353.1899,1347.9399,0.0,0.0,8417.9399,1347.9399
2003-2004,Moyne Shire Council,Barwon South West ,1932.0,717.45,207.01,1500.0,0.0,4149.45,207.01
2003-2004,Murrindindi Shire Council,Goulburn Valley ,3242.0,483.0,483.0,0.0,0.0,3725.0,483.0
2003-2004,Nillumbik Shire Council,Metropolitan ,3645.0,5948.0,5948.0,6289.1499,1442.22,15882.1499,7390.22
2003-2004,Northern Grampians Shire Council,Grampians Central West ,2810.73,826.69,826.69,0.0,0.0,3637.42,826.69
2003-2004,Port Phillip City Council,Metropolitan ,18740.0,9269.0,8853.0,130.0,130.0,28139.0,8983.0
2003-2004,Pyrenees Shire Council,Grampians Central West ,780.0,240.0,240.0,0.0,0.0,1020.0,240.0
2003-2004,Queenscliffe Borough Council,Barwon South West ,1040.0,358.0,358.0,120.0,120.0,1518.0,478.0
2003-2004,South Gippsland Shire Council,Gippsland ,3665.0,1492.5,1373.1,0.0,0.0,5157.5,1373.1
2003-2004,Southern Grampians Shire Council,Barwon South West ,1224.0,978.6,949.2,0.0,0.0,2202.6,949.2
2003-2004,Stonnington City Council,Metropolitan ,22038.0,9961.0,9818.0,1900.0,1900.0,33899.0,11718.0
2003-2004,Strathbogie Shire Council,Goulburn Valley ,2108.0,583.0,583.0,0.0,0.0,2691.0,583.0
2003-2004,Surf Coast Shire Council,Barwon South West ,4472.0,3059.0,3059.0,0.0,0.0,7531.0,3059.0
2003-2004,Swan Hill Rural City Council,Loddon Mallee ,4217.0,2188.0701,1553.78,0.0,0.0,6405.0701,1553.78
2003-2004,Towong Shire Council,North East ,1800.0,266.8,229.0,0.0,0.0,2066.8,229.0
2003-2004,Wangaratta Rural City Council,North East ,5760.0,3525.0,3165.0,0.0,0.0,9285.0,3165.0
2003-2004,Warrnambool City Council,Barwon South West ,5408.0,2484.4399,2448.6699,0.0,0.0,7892.439899999999,2448.6699
2003-2004,Wellington Shire Council,Gippsland ,5254.0,2960.3501,2358.6001,0.0,0.0,8214.3501,2358.6001
2003-2004,West Wimmera Shire Council,Grampians Central West ,654.42,110.0,110.0,0.0,0.0,764.42,110.0
2003-2004,Whitehorse City Council,Metropolitan ,31000.0,13790.0,13518.0,1100.0,1100.0,45890.0,14618.0
2003-2004,Whittlesea City Council,Metropolitan ,23991.0,10515.0,9067.0,1829.0,1829.0,36335.0,10896.0
2003-2004,Wodonga City Council,North East ,5689.7998,2693.5,1912.6,1228.0,1228.0,9611.2998,3140.6
2003-2004,Wyndham City Council,Metropolitan ,20000.0,7350.0,6744.0,1500.0,1500.0,28850.0,8244.0
2003-2004,Yarra City Council,Metropolitan ,13526.1602,7432.4399,7168.79,67.05,67.05,21025.6501,7235.84
2003-2004,Yarra Ranges Shire Council,Metropolitan ,25370.0,10589.0,8849.0,1250.0,1250.0,37209.0,10099.0
2003-2004,Yarriambiack Shire Council,Grampians Central West ,1695.67,0.0,0.0,0.0,0.0,1695.67,0.0
