Reference Year,Local Government,Waste Resource Recovery Group WRRG,Garbage Annual Tonnes Collected,Recycling Annual Tonnes Collected,Recycling Annual Tonnes  Processed sorted,Organics Annual Tonnes Collected,Organics Annual Tonnes Processed,Total Annual Tonnes of Waste Collected,Total Annual Tonnes of Waste Processed Sorted
2009-2010,Wodonga City Council,North East ,6752.0,3770.1001,3295.3999,1806.0,1806.0,12328.1001,5101.3999
2009-2010,Wyndham City Council,Metropolitan ,30381.0,15532.7998,14353.0,1806.0,1806.0,47719.7998,16159.0
2009-2010,Yarra City Council,Metropolitan ,13623.0,10271.0,9821.0,197.3,197.3,24091.3,10018.3
2009-2010,Yarra Ranges Shire Council,Metropolitan ,27297.5996,17620.9902,15593.7695,6301.0,6301.0,51219.5898,21894.769500000002
2009-2010,Yarriambiack Shire Council,Grampians Central West ,1940.0,656.5,645.6,0.0,0.0,2596.5,645.6
2010-2011,Alpine Shire Council,North East ,2452.0,1735.0,1222.0,0.0,0.0,4187.0,1222.0
2010-2011,Ararat Rural City Council,Grampians Central West ,1843.0,942.0,848.0,0.0,0.0,2785.0,848.0
2010-2011,Ballarat City Council,Grampians Central West ,20207.0,11688.0,11207.0,0.0,0.0,31895.0,11207.0
2010-2011,Banyule City Council,Metropolitan ,20556.0,15097.0,13805.0,12684.0,12684.0,48337.0,26489.0
2010-2011,Bass Coast Shire Council,Gippsland ,7106.0,4815.0,3630.0,0.0,0.0,11921.0,3630.0
2010-2011,Baw Baw Shire Council,Gippsland ,7030.0,4244.0,3903.8589,4939.0,4939.0,16213.0,8842.8589
2010-2011,Bayside City Council,Metropolitan ,19800.0,14185.0,14185.0,9900.0,9900.0,43885.0,24085.0
2010-2011,Benalla Rural City Council,North East ,3530.1001,1855.6,1670.04,0.0,0.0,5385.7001,1670.04
2010-2011,Boroondara City Council,Metropolitan ,36223.0,22810.8008,22810.8008,18707.0,18707.0,77740.8008,41517.8008
2010-2011,Brimbank City Council,Metropolitan ,40116.0,18104.0,15388.0,11904.0,11904.0,70124.0,27292.0
2010-2011,Buloke Shire Council,Loddon Mallee ,1508.9969,697.0,662.37,0.0,0.0,2205.9969,662.37
2010-2011,Campaspe Shire Council,Goulburn Valley ,9107.0,4371.0,3876.0,1196.0,1196.0,14674.0,5072.0
2010-2011,Cardinia Shire Council,Metropolitan ,14746.0,8006.8701,6629.6899,4062.0,4062.0,26814.8701,10691.689900000001
2010-2011,Casey City Council,Metropolitan ,50047.0,26327.7402,24484.0,35869.8203,35869.8203,112244.56049999999,60353.8203
2010-2011,Central Goldfields Shire Council,Grampians Central West ,2438.0,1471.0,1397.5,180.0,180.0,4089.0,1577.5
2010-2011,Colac Otway Shire Council,Barwon South West ,4463.0,1842.0,1842.0,1909.0,1909.0,8214.0,3751.0
2010-2011,Corangamite Shire Council,Barwon South West ,2188.0,1277.3,1086.45,1697.0,1697.0,5162.3,2783.45
2010-2011,Darebin City Council,Metropolitan ,27147.0,16085.0,13323.0,11748.0,11748.0,54980.0,25071.0
2010-2011,Delatite Shire Council,North East ,,0.0,0.0,0.0,0.0,0.0,0.0
2010-2011,East Gippsland Shire Council,Gippsland ,6637.5898,5048.54,4334.6802,4234.48,4234.48,15920.609799999998,8569.160199999998
2010-2011,Frankston City Council,Metropolitan ,23453.6992,16566.4805,13496.5098,12618.0898,12618.0898,52638.2695,26114.5996
2010-2011,Gannawarra Shire Council,Loddon Mallee ,2206.46,1388.89,1388.89,0.0,0.0,3595.3500000000004,1388.89
2010-2011,Glen Eira City Council,Metropolitan ,30005.0,14663.0,14663.0,8054.78,8054.78,52722.78,22717.78
2010-2011,Glenelg Shire Council,Barwon South West ,3014.49,1962.53,1290.58,0.0,0.0,4977.0199999999995,1290.58
2010-2011,Golden Plains Shire Council,Grampians Central West ,4600.0,2014.8,1883.0,0.0,0.0,6614.8,1883.0
2010-2011,Greater Bendigo City Council,Loddon Mallee ,27576.0,11056.0,10091.0,0.0,0.0,38632.0,10091.0
2010-2011,Greater Dandenong City Council,Metropolitan ,29086.0,12590.0,11960.0,18067.0,16779.0,59743.0,28739.0
2010-2011,Greater Geelong City Council,Barwon South West ,40429.0,28340.4004,26356.5996,30000.0,30000.0,98769.4004,56356.5996
2010-2011,Greater Shepparton City Council,Goulburn Valley ,12929.0,7890.25,7890.25,6187.0,6114.0,27006.25,14004.25
2010-2011,Hepburn Shire Council,Grampians Central West ,2140.0,1300.0,1300.0,0.0,0.0,3440.0,1300.0
2010-2011,Hindmarsh Shire Council,Grampians Central West ,1148.0,656.733,584.385,0.0,0.0,1804.733,584.385
2010-2011,Hobsons Bay City Council,Metropolitan ,20461.0801,9739.3701,9437.75,7775.0,7407.0,37975.4502,16844.75
2010-2011,Horsham Rural City Council,Grampians Central West ,6021.5898,1792.87,1604.125,0.0,0.0,7814.4598,1604.125
2010-2011,Hume City Council,Metropolitan ,37585.0,16704.0,14507.2998,6178.0,6178.0,60467.0,20685.2998
2010-2011,Indigo Shire Council,North East ,2889.0,1526.0,1471.6,377.0,377.0,4792.0,1848.6
2010-2011,Kingston City Council,Metropolitan ,29212.0,17180.0,16321.0,16760.0,12502.0,63152.0,28823.0
2010-2011,Knox City Council,Metropolitan ,27099.0,16817.0,15320.0,20926.0,20926.0,64842.0,36246.0
2010-2011,Latrobe City Council,Gippsland ,14226.0,8026.5,6504.0,11008.0,11008.0,33260.5,17512.0
2010-2011,Loddon Shire Council,Loddon Mallee ,666.0,610.86,610.86,0.0,0.0,1276.8600000000001,610.86
2010-2011,Macedon Ranges Shire Council,Loddon Mallee ,6934.0,4367.4502,4367.4502,0.0,0.0,11301.4502,4367.4502
2010-2011,Manningham City Council,Metropolitan ,22280.6895,13593.6201,13593.6201,17222.6504,17222.6504,53096.96,30816.2705
2010-2011,Mansfield Shire Council,North East ,2467.96,1287.55,1142.99,0.0,0.0,3755.51,1142.99
2010-2011,Maribyrnong City Council,Metropolitan ,18880.0,8155.0,6444.0,1375.0,1375.0,28410.0,7819.0
2010-2011,Maroondah City Council,Metropolitan ,19823.8008,12485.0,11361.0,14938.0,14938.0,47246.8008,26299.0
2010-2011,Melbourne City Council,Metropolitan ,20990.5801,7302.5498,6573.0,53.23,53.23,28346.3599,6626.23
2010-2011,Melton Shire Council,Metropolitan ,20002.0,10987.46,10519.46,6426.0,6011.0,37415.46,16530.46
2010-2011,Mildura Rural City Council,Loddon Mallee ,10152.0,4043.0,3179.0,0.0,0.0,14195.0,3179.0
2010-2011,Mitchell Shire Council,Goulburn Valley ,5768.2598,3637.54,3637.54,0.0,0.0,9405.7998,3637.54
2010-2011,Moira Shire Council,Goulburn Valley ,5088.0,3485.0,3485.0,0.0,0.0,8573.0,3485.0
2010-2011,Monash City Council,Metropolitan ,27960.0,18517.0,17777.0,20335.0,20335.0,66812.0,38112.0
2010-2011,Moonee Valley City Council,Metropolitan ,22326.0,13588.0,12230.0,9175.0,9175.0,45089.0,21405.0
2010-2011,Moorabool Shire Council,Grampians Central West ,4819.0,2957.25,2868.54,0.0,0.0,7776.25,2868.54
2010-2011,Moreland City Council,Metropolitan ,29240.0,16272.6904,15807.6904,9647.0,9647.0,55159.6904,25454.6904
2010-2011,Mornington Peninsula Shire Council,Metropolitan ,28023.0,23000.0,21390.0,1636.0,1636.0,52659.0,23026.0
2010-2011,Mount Alexander Shire Council,Loddon Mallee ,3350.0,1681.0,1596.0,0.0,0.0,5031.0,1596.0
2010-2011,Moyne Shire Council,Barwon South West ,1535.0,1130.0,1050.0,1550.0,0.0,4215.0,1050.0
2010-2011,Murrindindi Shire Council,Goulburn Valley ,2232.0,1395.0,1363.0,0.0,0.0,3627.0,1363.0
2010-2011,Nillumbik Shire Council,Metropolitan ,6684.1201,7639.48,6722.7402,8042.5801,0.0,22366.1802,6722.7402
2010-2011,Northern Grampians Shire Council,Grampians Central West ,3104.0,1156.0,975.0,0.0,0.0,4260.0,975.0
2010-2011,Port Phillip City Council,Metropolitan ,21518.0,12348.5703,10990.5703,0.0,0.0,33866.5703,10990.5703
2010-2011,Pyrenees Shire Council,Grampians Central West ,1064.0,528.8,475.0,90.0,90.0,1682.8,565.0
2010-2011,Queenscliffe Borough Council,Barwon South West ,1227.0,574.04,574.04,160.0,160.0,1961.04,734.04
2010-2011,South Gippsland Shire Council,Gippsland ,4030.6001,1954.6,1794.8,0.0,0.0,5985.2001,1794.8
2010-2011,Southern Grampians Shire Council,Barwon South West ,2210.0,1543.0,1312.0,0.0,0.0,3753.0,1312.0
2010-2011,Stonnington City Council,Metropolitan ,22279.0,12646.0,12277.0,4610.0,4610.0,39535.0,16887.0
2010-2011,Strathbogie Shire Council,Goulburn Valley ,1789.0,893.31,893.31,0.0,0.0,2682.31,893.31
2010-2011,Surf Coast Shire Council,Barwon South West ,5624.0,4118.98,4118.98,3001.0,3001.0,12743.98,7119.98
2010-2011,Swan Hill Rural City Council,Loddon Mallee ,3853.0,1843.77,1700.0,0.0,0.0,5696.77,1700.0
2010-2011,Towong Shire Council,North East ,1399.0,638.3,586.9,20.0,20.0,2057.3,606.9
2010-2011,Wangaratta Rural City Council,North East ,7640.0,3629.0,3292.0,0.0,0.0,11269.0,3292.0
2010-2011,Warrnambool City Council,Barwon South West ,6022.0,4063.02,3526.0,0.0,0.0,10085.02,3526.0
2010-2011,Wellington Shire Council,Gippsland ,6554.0,4274.1499,4012.1699,0.0,0.0,10828.1499,4012.1699
2010-2011,West Wimmera Shire Council,Grampians Central West ,921.54,421.66,420.36,0.0,0.0,1343.2,420.36
2010-2011,Whitehorse City Council,Metropolitan ,31260.0,19524.8906,17884.8008,9904.0,9904.0,60688.8906,27788.8008
2010-2011,Whittlesea City Council,Metropolitan ,33786.5391,16362.2305,14210.5,10746.5699,10746.5699,60895.3395,24957.069900000002
2010-2011,Wodonga City Council,North East ,7526.0,3561.0,2885.2,1964.0,1964.0,13051.0,4849.2
2010-2011,Wyndham City Council,Metropolitan ,32669.0,16535.5996,14765.5996,5675.0,5675.0,54879.5996,20440.5996
2010-2011,Yarra City Council,Metropolitan ,14359.0,10107.0,9617.0,305.0,305.0,24771.0,9922.0
2010-2011,Yarra Ranges Shire Council,Metropolitan ,27976.0,17872.0,15685.0,6533.0,6533.0,52381.0,22218.0
2010-2011,Yarriambiack Shire Council,Grampians Central West ,1897.0,673.5,665.0,0.0,0.0,2570.5,665.0
2011-2012,Alpine Shire Council,North East ,2407.0,2045.0,1491.0,0.0,0.0,4452.0,1491.0
2011-2012,Ararat Rural City Council,Grampians Central West ,1963.28,979.46,734.59,0.0,0.0,2942.74,734.59
2011-2012,Ballarat City Council,Grampians Central West ,20543.0,10137.0,8515.0,865.0,865.0,31545.0,9380.0
2011-2012,Banyule City Council,Metropolitan ,20800.0,14581.0,13453.0,12716.0,12716.0,48097.0,26169.0
2011-2012,Bass Coast Shire Council,Gippsland ,7527.0,5030.0,3550.0,0.0,0.0,12557.0,3550.0
2011-2012,Baw Baw Shire Council,Gippsland ,7601.0,4244.0,3983.0,3311.0,2980.0,15156.0,6963.0
2011-2012,Bayside City Council,Metropolitan ,19900.0,12516.8604,12516.8604,9900.0,9900.0,42316.8604,22416.860399999998
2011-2012,Benalla Rural City Council,North East ,2918.0,1850.0,1650.0,0.0,0.0,4768.0,1650.0
2011-2012,Boroondara City Council,Metropolitan ,36310.0,21920.0996,21920.0996,20636.0,20636.0,78866.0996,42556.0996
2011-2012,Brimbank City Council,Metropolitan ,40659.0,17602.0,15314.0,11910.0,11910.0,70171.0,27224.0
2011-2012,Buloke Shire Council,Loddon Mallee ,1528.0,797.0,797.0,0.0,0.0,2325.0,797.0
2011-2012,Campaspe Shire Council,Goulburn Valley ,9252.0,4199.96,4199.96,1328.0,1328.0,14779.96,5527.96
2011-2012,Cardinia Shire Council,Metropolitan ,15191.0,7903.0,7903.0,4682.6201,4682.6201,27776.6201,12585.6201
2011-2012,Casey City Council,Metropolitan ,47310.3086,28082.5898,26000.0,32645.6406,32645.6406,108038.539,58645.6406
2011-2012,Central Goldfields Shire Council,Grampians Central West ,2513.0,1429.5,1358.0,194.97,194.97,4137.47,1552.97
2011-2012,Colac Otway Shire Council,Barwon South West ,3320.0,1725.01,1725.01,2170.0,2049.0,7215.01,3774.01
2011-2012,Corangamite Shire Council,Barwon South West ,1922.0,1496.91,1272.8101,1490.0,1490.0,4908.91,2762.8100999999997
2011-2012,Darebin City Council,Metropolitan ,27150.0,15869.0,15869.0,11708.0,11708.0,54727.0,27577.0
2011-2012,East Gippsland Shire Council,Gippsland ,6929.8101,4897.3799,4010.5601,4490.1802,4490.1802,16317.370199999998,8500.7403
2011-2012,Frankston City Council,Metropolitan ,23952.0,16675.9609,15256.71,12791.0,12791.0,53418.9609,28047.71
2011-2012,Gannawarra Shire Council,Loddon Mallee ,3159.0,1327.79,1227.79,0.0,0.0,4486.79,1227.79
2011-2012,Glen Eira City Council,Metropolitan ,32164.0,14454.0,14454.0,8296.0,8296.0,54914.0,22750.0
2011-2012,Glenelg Shire Council,Barwon South West ,2592.02,1508.6,1174.87,0.0,0.0,4100.62,1174.87
2011-2012,Golden Plains Shire Council,Grampians Central West ,4725.0,1885.5699,1762.36,0.0,0.0,6610.5699,1762.36
2011-2012,Greater Bendigo City Council,Loddon Mallee ,27194.0,10768.0,9838.0,0.0,0.0,37962.0,9838.0
2011-2012,Greater Dandenong City Council,Metropolitan ,29784.0,12365.0,11747.0,17323.0,16020.0,59472.0,27767.0
2011-2012,Greater Geelong City Council,Barwon South West ,40229.0,28614.8398,26611.8398,31893.0,31893.0,100736.8398,58504.8398
2011-2012,Greater Shepparton City Council,Goulburn Valley ,13136.96,7463.1899,7463.1899,5707.5601,5546.7598,26307.71,13009.949700000001
2011-2012,Hepburn Shire Council,Grampians Central West ,5160.0,680.0,536.0,0.0,0.0,5840.0,536.0
2011-2012,Hindmarsh Shire Council,Grampians Central West ,1455.0,328.87,321.68,0.0,0.0,1783.87,321.68
2011-2012,Hobsons Bay City Council,Metropolitan ,18204.4609,10299.7598,10299.7598,8296.5098,8070.6499,36800.7305,18370.4097
2011-2012,Horsham Rural City Council,Grampians Central West ,6132.0,1390.83,1256.77,0.0,0.0,7522.83,1256.77
2011-2012,Hume City Council,Metropolitan ,38476.0,16641.1504,13354.5195,6558.0,6558.0,61675.1504,19912.519500000002
2011-2012,Indigo Shire Council,North East ,3022.0,1541.8,1541.8,393.0,393.0,4956.8,1934.8
2011-2012,Kingston City Council,Metropolitan ,29489.0,16304.0,15425.0,15553.0,14942.0,61346.0,30367.0
2011-2012,Knox City Council,Metropolitan ,27909.0,16984.0,15811.0,20072.0,20072.0,64965.0,35883.0
2011-2012,Latrobe City Council,Gippsland ,14337.2695,8192.0,7585.2002,9756.0703,9756.0703,32285.3398,17341.2705
2011-2012,Loddon Shire Council,Loddon Mallee ,567.0,827.55,800.0,0.0,0.0,1394.55,800.0
2011-2012,Macedon Ranges Shire Council,Loddon Mallee ,7800.0,4277.9502,3935.0,3500.0,3500.0,15577.9502,7435.0
2011-2012,Manningham City Council,Metropolitan ,22068.0,13507.79,13507.79,16808.0,16808.0,52383.79,30315.79
2011-2012,Mansfield Shire Council,North East ,2574.6001,1167.5601,1067.5601,0.0,0.0,3742.1602000000003,1067.5601
2011-2012,Maribyrnong City Council,Metropolitan ,20500.0,6373.04,6373.04,500.0,490.0,27373.04,6863.04
2011-2012,Maroondah City Council,Metropolitan ,19344.0,12274.0,11529.0,14549.0,14549.0,46167.0,26078.0
2011-2012,Melbourne City Council,Metropolitan ,20885.1602,7106.0,6426.0,52.02,52.02,28043.1802,6478.02
2011-2012,Melton Shire Council,Metropolitan ,21675.5,11081.8701,10195.3301,6062.3398,5882.7598,38819.7099,16078.089899999999
2011-2012,Mildura Rural City Council,Loddon Mallee ,10208.5,5434.0,5434.0,0.0,0.0,15642.5,5434.0
2011-2012,Mitchell Shire Council,Goulburn Valley ,6649.0,3834.71,3834.71,0.0,0.0,10483.71,3834.71
2011-2012,Moira Shire Council,Goulburn Valley ,6000.0,3818.0,3818.0,0.0,0.0,9818.0,3818.0
2011-2012,Monash City Council,Metropolitan ,31484.0,17838.0,17318.0,21643.0,21643.0,70965.0,38961.0
2011-2012,Moonee Valley City Council,Metropolitan ,22038.0,16079.0,13180.0,8791.0,8791.0,46908.0,21971.0
2011-2012,Moorabool Shire Council,Grampians Central West ,4666.0,2874.0,2644.0,0.0,0.0,7540.0,2644.0
2011-2012,Moreland City Council,Metropolitan ,30000.0,16507.0,14178.0,9766.0,9766.0,56273.0,23944.0
2011-2012,Mornington Peninsula Shire Council,Metropolitan ,29432.0,22933.6406,22933.6406,4121.0,4121.0,56486.6406,27054.6406
2011-2012,Mount Alexander Shire Council,Loddon Mallee ,3477.0,1540.33,1463.42,0.0,0.0,5017.33,1463.42
2011-2012,Moyne Shire Council,Barwon South West ,1735.0,1171.0,1056.0,1475.0,0.0,4381.0,1056.0
2011-2012,Murrindindi Shire Council,Goulburn Valley ,2330.0,1491.0,1462.0,0.0,0.0,3821.0,1462.0
2011-2012,Nillumbik Shire Council,Metropolitan ,7000.0,7615.0098,6701.21,7373.0,0.0,21988.0098,6701.21
2011-2012,Northern Grampians Shire Council,Grampians Central West ,3044.0,1200.0,1056.0,0.0,0.0,4244.0,1056.0
2011-2012,Port Phillip City Council,Metropolitan ,21518.4395,13105.2803,11755.4297,0.0,0.0,34623.7198,11755.4297
2011-2012,Pyrenees Shire Council,Grampians Central West ,1705.0,500.0,450.0,90.0,90.0,2295.0,540.0
2011-2012,Queenscliffe Borough Council,Barwon South West ,1338.0,521.67,521.67,76.0,76.0,1935.67,597.67
2011-2012,South Gippsland Shire Council,Gippsland ,3822.0,1969.0,1811.48,0.0,0.0,5791.0,1811.48
2011-2012,Southern Grampians Shire Council,Barwon South West ,2138.0,1642.0,1343.0,0.0,0.0,3780.0,1343.0
2011-2012,Stonnington City Council,Metropolitan ,21829.0,11633.0,11284.0,4132.0,4132.0,37594.0,15416.0
2011-2012,Strathbogie Shire Council,Goulburn Valley ,1774.5,823.46,823.46,0.0,0.0,2597.96,823.46
2011-2012,Surf Coast Shire Council,Barwon South West ,5492.0,4443.3101,4443.3101,2650.0,2650.0,12585.310099999999,7093.3101
2011-2012,Swan Hill Rural City Council,Loddon Mallee ,3896.28,1935.73,1292.29,76.16,76.16,5908.17,1368.45
2011-2012,Towong Shire Council,North East ,1356.0,638.3,586.9,0.0,0.0,1994.3,586.9
2011-2012,Wangaratta Rural City Council,North East ,7230.04,3476.0,3258.0,0.0,0.0,10706.04,3258.0
2011-2012,Warrnambool City Council,Barwon South West ,6739.0,4598.0,3908.0,0.0,0.0,11337.0,3908.0
2011-2012,Wellington Shire Council,Gippsland ,6711.0,3792.8301,3792.8301,0.0,0.0,10503.8301,3792.8301
2011-2012,West Wimmera Shire Council,Grampians Central West ,952.14,309.2,309.2,0.0,0.0,1261.34,309.2
2011-2012,Whitehorse City Council,Metropolitan ,30606.0,19611.0,17965.0,13035.0,13035.0,63252.0,31000.0
2011-2012,Whittlesea City Council,Metropolitan ,33935.0,16871.0,14728.3799,11225.0,11225.0,62031.0,25953.3799
2011-2012,Wodonga City Council,North East ,7464.7002,3712.2,3066.3,2276.0,2276.0,13452.9002,5342.3
2011-2012,Wyndham City Council,Metropolitan ,37202.0,16763.3008,16542.5,5215.5,5215.5,59180.8008,21758.0
2011-2012,Yarra City Council,Metropolitan ,14507.0,9492.0,8732.0,303.0,303.0,24302.0,9035.0
2011-2012,Yarra Ranges Shire Council,Metropolitan ,28824.0,18467.7109,16928.2695,8708.0,8708.0,55999.7109,25636.2695
2011-2012,Yarriambiack Shire Council,Grampians Central West ,1926.0,670.0,660.0,0.0,0.0,2596.0,660.0
2012-2013,Alpine Shire Council,North East ,2514.0,1588.0,1523.0,0.0,0.0,4102.0,1523.0
2012-2013,Ararat Rural City Council,Grampians Central West ,1990.0,1043.0,991.0,0.0,0.0,3033.0,991.0
2012-2013,Ballarat City Council,Grampians Central West ,21232.0,10025.0,8429.0,798.0,798.0,32055.0,9227.0
2012-2013,Banyule City Council,Metropolitan ,20520.0,13851.0,12919.0,10657.0,10657.0,45028.0,23576.0
2012-2013,Bass Coast Shire Council,Gippsland ,7559.0,4254.8999,2759.0,0.0,0.0,11813.8999,2759.0
2012-2013,Baw Baw Shire Council,Gippsland ,7928.2002,4358.0,3928.0,3825.4199,3787.1658,16111.6201,7715.165800000001
2012-2013,Bayside City Council,Metropolitan ,19722.0,12488.0,12488.0,9535.0,9535.0,41745.0,22023.0
2012-2013,Benalla Rural City Council,North East ,3268.3401,1980.0,1794.38,0.0,0.0,5248.340099999999,1794.38
2012-2013,Boroondara City Council,Metropolitan ,36930.0,20897.0,20987.0,19187.92,19187.92,77014.92,40174.92
2012-2013,Brimbank City Council,Metropolitan ,39944.0,16346.0,13485.0,9921.0,9921.0,66211.0,23406.0
2012-2013,Buloke Shire Council,Loddon Mallee ,1516.0,925.0,925.0,0.0,0.0,2441.0,925.0
2012-2013,Campaspe Shire Council,Goulburn Valley ,8914.0,4145.0,4145.0,1400.0,1400.0,14459.0,5545.0
2012-2013,Cardinia Shire Council,Metropolitan ,15435.4805,8433.6104,8433.6104,4870.0,4870.0,28739.090899999996,13303.6104
2012-2013,Casey City Council,Metropolitan ,48722.6602,26907.3691,26406.9004,29647.0508,29647.0508,105277.08009999999,56053.951199999996
2012-2013,Central Goldfields Shire Council,Grampians Central West ,2502.0,1414.4,1343.7,167.28,167.28,4083.6800000000003,1510.98
2012-2013,Colac Otway Shire Council,Barwon South West ,3346.0,1793.3,1605.0,2580.0,2324.0,7719.3,3929.0
2012-2013,Corangamite Shire Council,Barwon South West ,1876.0,1407.0,1223.8,1474.0,1474.0,4757.0,2697.8
2012-2013,Darebin City Council,Metropolitan ,26611.0,15259.1299,15259.1299,10475.0,10475.0,52345.1299,25734.1299
2012-2013,East Gippsland Shire Council,Gippsland ,4112.0,5500.0,4507.0,5000.0,5000.0,14612.0,9507.0
2012-2013,Frankston City Council,Metropolitan ,24395.0,16008.0,15311.6504,12381.0,12317.5,52784.0,27629.1504
2012-2013,Gannawarra Shire Council,Loddon Mallee ,2348.0,1364.76,1250.0,0.0,0.0,3712.76,1250.0
2012-2013,Glen Eira City Council,Metropolitan ,26968.0,13772.0,13772.0,8300.34,8300.34,49040.34,22072.34
2012-2013,Glenelg Shire Council,Barwon South West ,2804.0601,1652.6801,1085.33,0.0,0.0,4456.7402,1085.33
2012-2013,Golden Plains Shire Council,Grampians Central West ,4945.0,1853.0,1737.0,0.0,0.0,6798.0,1737.0
2012-2013,Greater Bendigo City Council,Loddon Mallee ,27150.0,10571.0,9740.0,0.0,0.0,37721.0,9740.0
2012-2013,Greater Dandenong City Council,Metropolitan ,30501.0,11784.0,11784.0,15100.0,13687.0,57385.0,25471.0
2012-2013,Greater Geelong City Council,Barwon South West ,42529.0,27785.1895,27785.1895,29021.0,29021.0,99335.18950000001,56806.1895
2012-2013,Greater Shepparton City Council,Goulburn Valley ,13346.0,6582.2202,6582.2202,5417.0,5253.0,25345.2202,11835.2202
2012-2013,Hepburn Shire Council,Grampians Central West ,2880.0,1000.0,900.0,0.0,0.0,3880.0,900.0
2012-2013,Hindmarsh Shire Council,Grampians Central West ,1387.8199,596.36,527.72,0.0,0.0,1984.1799,527.72
2012-2013,Hobsons Bay City Council,Metropolitan ,17970.3203,9923.8203,9923.8203,7550.6099,7167.5898,35444.750499999995,17091.4101
2012-2013,Horsham Rural City Council,Grampians Central West ,5641.0,1352.65,1099.71,0.0,0.0,6993.65,1099.71
2012-2013,Hume City Council,Metropolitan ,39093.0,16667.0,14733.5996,5903.0,5903.0,61663.0,20636.5996
2012-2013,Indigo Shire Council,North East ,2894.0,1551.2,1551.2,429.0,429.0,4874.2,1980.2
2012-2013,Kingston City Council,Metropolitan ,28324.0,15207.0,14294.0,14348.0,13859.0,57879.0,28153.0
2012-2013,Knox City Council,Metropolitan ,28661.0,16433.0,15954.0,18135.0,18135.0,63229.0,34089.0
2012-2013,Latrobe City Council,Gippsland ,14440.0,8572.0,7632.0,8500.0,8500.0,31512.0,16132.0
2012-2013,Loddon Shire Council,Loddon Mallee ,2090.0,613.54,613.54,0.0,0.0,2703.54,613.54
2012-2013,Macedon Ranges Shire Council,Loddon Mallee ,8000.0,4646.0,4275.0,3200.0,3200.0,15846.0,7475.0
2012-2013,Manningham City Council,Metropolitan ,21729.0,12968.7803,12968.7803,15769.1504,15769.1504,50466.9307,28737.9307
2012-2013,Mansfield Shire Council,North East ,2425.0701,1139.77,1025.77,0.0,0.0,3564.8401,1025.77
2012-2013,Maribyrnong City Council,Metropolitan ,19498.7598,7429.5,7429.5,1815.0,1700.0,28743.2598,9129.5
2012-2013,Maroondah City Council,Metropolitan ,19297.0,11789.0,10633.0,13306.0,13306.0,44392.0,23939.0
2012-2013,Melbourne City Council,Metropolitan ,21362.3906,6830.0,5552.79,52.42,52.42,28244.810599999997,5605.21
2012-2013,Melton Shire Council,Metropolitan ,22203.0,11059.0,10285.0,5628.0,5499.0,38890.0,15784.0
2012-2013,Mildura Rural City Council,Loddon Mallee ,10210.9805,5575.0,5575.0,0.0,0.0,15785.9805,5575.0
2012-2013,Mitchell Shire Council,Goulburn Valley ,6672.0,3806.3999,3806.3999,0.0,0.0,10478.3999,3806.3999
2012-2013,Moira Shire Council,Goulburn Valley ,5016.0,2982.0,2982.0,0.0,0.0,7998.0,2982.0
2012-2013,Monash City Council,Metropolitan ,30597.0,16532.6797,16532.6797,19377.0,19377.0,66506.67970000001,35909.6797
2012-2013,Moonee Valley City Council,Metropolitan ,21800.0,14030.0,12340.0,7836.0,7836.0,43666.0,20176.0
2012-2013,Moorabool Shire Council,Grampians Central West ,5169.0,3031.0801,2800.0,0.0,0.0,8200.0801,2800.0
2012-2013,Moreland City Council,Metropolitan ,31587.4805,16420.0,13922.0,8876.0,8276.0,56883.480500000005,22198.0
2012-2013,Mornington Peninsula Shire Council,Metropolitan ,29688.5,23002.0,23002.0,5434.25,5434.25,58124.75,28436.25
2012-2013,Mount Alexander Shire Council,Loddon Mallee ,2957.0,1526.0,1373.0,0.0,0.0,4483.0,1373.0
2012-2013,Moyne Shire Council,Barwon South West ,1707.6,1305.25,1157.65,1412.5,1412.5,4425.35,2570.15
2012-2013,Murrindindi Shire Council,Goulburn Valley ,2188.0,1551.46,1551.46,0.0,0.0,3739.46,1551.46
2012-2013,Nillumbik Shire Council,Metropolitan ,6107.0,7406.0,7406.0,7699.0,0.0,21212.0,7406.0
2012-2013,Northern Grampians Shire Council,Grampians Central West ,3041.0,1176.0,1116.0,0.0,0.0,4217.0,1116.0
2012-2013,Port Phillip City Council,Metropolitan ,20834.0,12074.4463,10420.2402,0.0,0.0,32908.446299999996,10420.2402
2012-2013,Pyrenees Shire Council,Grampians Central West ,1830.0,480.25,444.68,90.0,90.0,2400.25,534.6800000000001
2012-2013,Queenscliffe Borough Council,Barwon South West ,1322.0,499.42,499.42,81.0,81.0,1902.42,580.4200000000001
2012-2013,South Gippsland Shire Council,Gippsland ,4002.0,2051.5,1887.4,0.0,0.0,6053.5,1887.4
2012-2013,Southern Grampians Shire Council,Barwon South West ,2138.0,1347.0,1347.0,0.0,0.0,3485.0,1347.0
2012-2013,Stonnington City Council,Metropolitan ,19697.0,10358.0,10265.0,3951.0,3951.0,34006.0,14216.0
2012-2013,Strathbogie Shire Council,Goulburn Valley ,1742.0,872.85,872.85,0.0,0.0,2614.85,872.85
2012-2013,Surf Coast Shire Council,Barwon South West ,5778.6401,4492.3999,4492.3999,2731.1001,2731.1001,13002.1401,7223.5
2012-2013,Swan Hill Rural City Council,Loddon Mallee ,3761.1399,1778.41,1349.46,162.9,162.9,5702.4499000000005,1512.3600000000001
